source;text;person;sentiment
instagram;satu lagi pion yang ditaruh pak lurah untuk kemenangan gibran ya ges ya, gk main main ini ditaruh nya di TNI cuy ??;prabowo-gibran;positive
instagram;KALAU GITU GAUSAH PILIH GIBRAN??????;prabowo-gibran;negative
instagram;Gemoy amat sih bapa @prabowo ....sehat selalu pak....;prabowo-gibran;positive
instagram;Gugat ke MK coba pak Firli, siapa tahu diloloskan sama pamannya mas Gibran..;prabowo-gibran;negative
instagram;Jadwal Prabowo Gibran kapan Min?;prabowo-gibran;neutral
instagram;"Prabowo-Gibran mane wooyy! ""Independen Terpecaya""? ??????";prabowo-gibran;neutral
instagram;Bicara previledge nanti gibran tersinggung lo, diakan bisa maju karena anaknya presiden dan paman yg ubah undang² syarat bisa maju jadi calon wakil presiden... ? biar ga ngantukan;prabowo-gibran;negative
instagram;Pengen nonton debat dia vs Gibran ??;prabowo-gibran;positive
instagram;Kita liat dia debat vs gibran;prabowo-gibran;positive
instagram;gibran mana gibran, brannn...oi brann..kiuuwww kiuwww..cukurukukkkk????;prabowo-gibran;neutral
instagram;"Mari Kita Gaungkan Bersama sama !!
Jokowi Idolaku
Prabowo Kebanggaan ku
Semua Jadi Satu
INDONESIA..
SBY Panutanku
Bu Mega Kehormatanku
Semua Jadi Satu
INDONESIA..?????";prabowo-gibran;negative
instagram;Semua untuk Gibran, Cawapres hasil aborsi??;prabowo-gibran;negative
instagram;Gibran bilek : apa itu aturan ???;prabowo-gibran;negative
instagram;Kumparan beritanya kayaknya tentang Prabowo terus??;prabowo-gibran;negative
instagram;Kasus Trisakti gak diungkap, Prabowo jg produk ORBA;prabowo-gibran;positive
instagram;Gibran itu yg pasti hasil ketok palu paman di MK ??????;prabowo-gibran;negative
instagram;prabowo-gibran?????????? 1 putaran;prabowo-gibran;neutral
instagram;Pak Prabowo Subianto kita banggakan tapi wakil Pak Prabowo kurang pas jika wakilnya AHY itu lebih tepat;prabowo-gibran;positive
instagram;@gibran_rakabuming tolong lah ini mas gibran, jangan merajalela yang jualan daging anjing. ANJING BUKAN MAKANAN!;prabowo-gibran;negative
instagram;Yg menggelegar berhati lembut, presiden berikutnya yg mencintai dan dicintai rakyatnya yg tdk melupakan pendahulu-pendahulunya yg sdh susah payah berjuang memajukan bangsa dan negaranya utk rakyatnya yg sejahtera, t e r u s k a n ! Salam semangat optimis Prabowo Presiden yg amanah, yg dipilih rakyat !  Yes !  Kita bisa !;prabowo-gibran;positive
instagram;Heleh pret.., skrng kok jadi penjilat Wo.., memuji2 setinggi langit.., bahkan 100% pak Jokowi gak ada salahnya di matamu Wo.., dulu di 2014 n 2019 apa sdah kmu lupakan Wo.., yg suka menghina n menghujat pak Jokowi cpa.., makanya kita mati2an gak mendukungmu Wo bahkan sampe 2024 ini.., kita tetap tegak lurus dgn pak Jokowi sampe hri ini.., tdk mendukung Prabowo utk Presiden..;prabowo-gibran;negative
instagram;Prabowo - Gibran for presiden 2024;prabowo-gibran;positive
instagram;Dari sini kita bisa simpulkan, kalau Prabowo lebih mementingkan kekuasaan ketimbang memberi kesempatan orang yg memang sudah punya kapasitas buat ngurus negara ????;prabowo-gibran;positive
instagram;Suwe2 bosen.lht gaya prabowo....;prabowo-gibran;negative
instagram;Yg di gbk mc nya mengajak memilih prabowo gibran bawaslu diam aja, malah membela bilang enggak ada mengajak. Emang bawaslu ini kerja hanya untuk AMIN aja, semoga lekas sembuh bawaslu;prabowo-gibran;positive
instagram;Antisipasi jika gibran kalah;prabowo-gibran;negative
instagram;Ayo bersama2 JANGAN PILIH @gibran_rakabuming dan @prabowo , demi konstitusi yang udah digituin sama @jokowi . Banyak ahli tatanegara udah bilang ada yg salah sama proses pengambilan keputusan oleh MK dan terbukti ada masalah etik... semoga orang dengan cara kayak gini akan kalah... ayo bersama bantu @prabowo cetak hattrick kalah capres, #hindariprodukdinasti;prabowo-gibran;negative
instagram;Gibran, sebuah perjudian politik sang ayah diakhir kekuasaannya!;prabowo-gibran;positive
instagram;fix...all in??.. Prabowo08 & Gibran ?? utk Indonesia 2024????????;prabowo-gibran;neutral
instagram;Prabowo kerja nyata Pranowo hanya kata-kata;prabowo-gibran;positive
instagram;Tenang saja pak Prabowo....hhhh;prabowo-gibran;positive
instagram;Klau Gibran ga jdi gimana nasibmu kluarga Dinasti jokowi...;prabowo-gibran;negative
instagram;Prabowo ??;prabowo-gibran;neutral
instagram;Admin sdh dibeli gibran;prabowo-gibran;positive
instagram;Saya yakin prabowo menang?? (dengan cara kotor);prabowo-gibran;negative
instagram;2014 2019 tetap tidak memilih Prabowo;prabowo-gibran;positive
instagram;"PRABOWO-GIBRAN maneeee??? ""Independen Terpecaya"" ??? ????????";prabowo-gibran;neutral
instagram;kok pak Prabowo ngga adaaaaa;prabowo-gibran;neutral
instagram;Prabowo mana? Padahal paling ditunggu loh, pengen denger speechnya Gibran wkwk;prabowo-gibran;negative
instagram;Gembar gembor 22-24 Nov lah giliran prabowo-gibran di skip! LAWAK! ????;prabowo-gibran;neutral
instagram;hahahahHaaaaaa...KEBANYAKAN PENCITRAAAN??....ALL IN PRABOWO;prabowo-gibran;neutral
instagram;Dmn2 mau prabowo, mau krucu2nya, yg di bhs makan mulu sih.. gk ada program yg wooww gitu selain makan gratis???;prabowo-gibran;positive
instagram;sejauh baca berita, yang gw tangkep kalo KPU, aparat, TNI, POLRI udah jadi alat negaranya gibran;prabowo-gibran;negative
instagram;?????????? kata siapa gw pendukung JOKOWI OGAAAAH MILIH PRABOWO GIBRAN;prabowo-gibran;neutral
instagram;alat negara ini fungsinya udh bukan buat rakyat lagi, tapi buat gibran semata, kalo udah disalah gunain gitu masih yakin pemilu kali ini netral?;prabowo-gibran;negative
instagram;yang paling keliatan jelas itu pas BIN ditunggangin sama gibran, sekelas BIN loh itu bisa jadi alat pemenangan gibran;prabowo-gibran;neutral
instagram;Jelas kalo alat negara pasti digerakin buat menangin Prabowo. Cuman emang rakyat bakal diem?;prabowo-gibran;negative
instagram;Ini keknya prestasi @aniesbaswedan bukan @prabowo subianto...;prabowo-gibran;negative
instagram;Prabowo Gibran ?? nomor 2;prabowo-gibran;neutral
instagram;Itu charta dari dulu kala sampai ini hari!!! yg saya tahu tiap orang/yg punya surpe nya tampil di tipi2 nasional paling suka paling senang bangetttt NyiiNNNNYirrrrr rinn dan ngeJahtuhin prabowo ????????;prabowo-gibran;positive
instagram;Gibran gak berani hadir??;prabowo-gibran;negative
instagram;Gibran kemana?????;prabowo-gibran;neutral
instagram;@prabowo;prabowo-gibran;neutral
instagram;Kalau alat negara mau dibuat kampannye gibran, ya silahkan ??;prabowo-gibran;positive
instagram;Siapa bilang gak licik, skenario berkhianat sdh dirancang jauh hari tapi dia oura pura-pura seperti sangat royal kpd Bu Mega sampai hari nya tiba di sebuah panggung dia mengatakan tenang saja pak prabowo. Betapa liciknya anak muda ini. Indonesia dlm bahaya bila di pimpin oleh org yg gak beretika dan bermoral. Ditanya apakah sdg ngurus skck dijawab gak padahal sdg ngurus skck. Dia suruh kita jgn curiga dgn gugatan usia capres di mk tapi kenyataan nya dia maju sbg cawapres hasil begal konstitusi. Biara rakyat yg menilai saja anak muda ini licik atau gak;prabowo-gibran;negative
instagram;Bener Gibran tangguh tidak punya malu.;prabowo-gibran;positive
instagram;Dia tdk datang jarena prabowo gibran tdk butuh suara kiyai, ulama dan umat muslim;prabowo-gibran;negative
instagram;tersangka doang diberhentikan sementara, reshuffle buat apa? biar eliminasi orang2 yg gk pro prabowo gibran?;prabowo-gibran;negative
instagram;Yu jadikan Prabowo Hatrick kalah dalam capres;prabowo-gibran;negative
instagram;G berlaku buat gibran;prabowo-gibran;positive
instagram;Prabowo-Gibran menang satu putaran ??????;prabowo-gibran;positive
instagram;Lah yg kenceng prabowo ??;prabowo-gibran;negative
instagram;Prabowk gibran pakk????;prabowo-gibran;neutral
instagram;pasti pamannya gibran , atau gak pak ahok?? ??;prabowo-gibran;negative
instagram;Persepsi elit dan masyarakat umum beda..survei terakhir Prabowo Gibran naik jadi 44 %...Giran dari 1,7 % naik jadi 17 %..;prabowo-gibran;negative
instagram;2024 saat terakhir, untuk Prabowo saat terakhir Nyapres, untuk Gibran kesempatan terakhir untuk keluarga tetap berkuasa. Kalau tidak, keduanya habis sudah;prabowo-gibran;positive
instagram;Tempo Gibran terus ga abis abis??, bahas capres yg suka porno biar intermezo dikit lah??;prabowo-gibran;negative
instagram;makin keliatan setiran pak lurah demi gibran, kek gitu kok nyuruh org laen netral ??;prabowo-gibran;positive
instagram;Yg dimaksud pak Jokowi bakalan cawe - cawe pilpres itu maksudnya buat amanin karpet merah gibran ya ?;prabowo-gibran;positive
instagram;Masih mikir kalo pilpres ini gak bakalan bisa netral, karena pak lurah sudah berani pake alat negara untuk mendorong gibran jadi cawapres;prabowo-gibran;negative
instagram;@jokowi @mohmahfudmd @prabowo;prabowo-gibran;neutral
instagram;kenapa orang2 yg gak setuju dengan pencalonan gibran berakhir dengan dilaporkan? keliatan banget kalo mereka mulai menggerakan alat negara untuk memberedel konstitusi yg berlaku;prabowo-gibran;negative
instagram;Om Nusron… anda boleh bersemangat dukung gibran.., tapi jangan korbankan bangsa ini;prabowo-gibran;positive
instagram;klaim ga berdasar gini, buat apa dipikirin. emg ya prabowo-gibran sukanya klaim sepihak chuakks;prabowo-gibran;negative
instagram;Kader Golkar emangnya gk ada yg hebat ya.. smpai ambil Gibran dari PDIP..@nusron_wahid;prabowo-gibran;negative
instagram;udah rahasia umum kalo alat negara dipake semua biar prabowo gibran menang kali ini;prabowo-gibran;negative
instagram;ayoo mas gibran pasti bisa mewakili kami! mewakili kami yang ingin prabowo kalah!!!;prabowo-gibran;negative
instagram;ayoo prabowo pasti bisa! bisa kalahh!!!;prabowo-gibran;neutral
instagram;Prabowo nih lucu yaa diliat liat, selucu visi misinyaa;prabowo-gibran;positive
instagram;sdhlah pak prabowo, tdk usah memaksakan diri sbegitunya sampe all in all in. fokus visi misimu pak! kalo mmg org yg paling ikhlas... tp itu tdk mngkin...;prabowo-gibran;neutral
instagram;trlalu lama brmain2 dengan hukum wktu karirnya bagus, kemudian jatuh. orang lawas orba spt prabowo mana paham isu2 masa kini juga...;prabowo-gibran;negative
instagram;kalo titik suharto sudah mendekat dan prabowo ke pesantren2 tandanya sudah dekat PILPRES;prabowo-gibran;negative
instagram;Partai sampai ini.. Minim gagasan.. Kerjaannya asik menyalahkan orang.. Progam dan gagasan nya apa.. Hadeh.. Orang yang aneh.. Hidup gibran.. Prabowo Ri 1;prabowo-gibran;negative
instagram;Gasabar pengen tau alat negara mana lagi yg bakal dipake buat pemenangan Prabowo;prabowo-gibran;negative
instagram;Ga ajak paman nya gibran ???;prabowo-gibran;positive
instagram;ALL IN PRABOWO-GIBRAN ??????;prabowo-gibran;neutral
instagram;Saya kasihan lihat pak prabowo melihat dari cara jalannya saja sudah terseok², kurang gesit gak gercep kok ya masih di paksakan juga nyapre?????????;prabowo-gibran;positive
instagram;Kami tetap coblos Prabowo - Gibran 2024 Indonesia Maju ?????;prabowo-gibran;positive
instagram;Dulu kau juga bilang kalau gak mau jd capres selagi ada pak Prabowo mencalonkan diri. ????;prabowo-gibran;positive
instagram;prabowo lagi buat wacana bangun kekuasaan dinasti politik, dan lucunya masih banyak yang dukung dia;prabowo-gibran;positive
instagram;Selamat Salam Semangat Untuk Prabowo - Gibran pilihan Kami 2024 Indonesia Maju ?????;prabowo-gibran;positive
instagram;Prabowo...??????;prabowo-gibran;neutral
instagram;Kami sekeluarga prabowo;prabowo-gibran;positive
instagram;Masalah Gibran jgn dilihat dr kacamata seni dan budaya krn pasti rasa2ne ga cocok atau rasa2ne ora pantes... harus dr kaca mata hukum..;prabowo-gibran;negative
instagram;Bukan Soal Gibran nya om.. cacat konstitusi..;prabowo-gibran;negative
instagram;wakwwkk prabowo ga mau kalah lagi bu, dah cukup 2x aja. makanya dia berani ngorbanin demokrasi bangsa;prabowo-gibran;negative
instagram;Gimana sih pikirannya pendukung gibran itu sebenernya, ini masalah kita bersama lo, konstitusi yang mana hukum tertinggi di negara ini bisa loh dicurangi sama dia dengan bantuan pamannya dan antek bapaknya, tapi masa iya kita tetep mau mendukung?;prabowo-gibran;positive
instagram;Prabowo gibran??????????;prabowo-gibran;neutral
instagram;Wong survei bisa di atur sesuai yg bayar ?? kan prabowo sama md sudah bilang??;prabowo-gibran;positive
instagram;Dulu kecil trs surveinya karna ga bareng kubu orang2 curang, skrg bareng kubu orang2 curang jd tinggi trs surveinya, tp pak prabowo pasti tau kl survei itu ga bener toh pada kenyataannya pd saat itu bapak yg menang hanya saja yg curang yg di menangkan..begitu jg saat ini, meski bapak tinggi di survei karna bergabung dgn orang2 curang itu, tp pada kenyataannya nanti dilapangan anieslah yg akan menang..karna anie di curangkan seperti bapak dlu..;prabowo-gibran;negative
instagram;ALL IN PRABOWO PRESIDEN 2024;prabowo-gibran;positive
instagram;Ketar ketiiiirrrr ?????? PRABOWO - GIBRAANN ??????;prabowo-gibran;negative
instagram;Gw sih netral ga berpihak ke siapa2,Lagian entah siapa yg jd presiden gw tetep aja Kuli????Cuman,Kl boleh prediksi sih yg bakal jd presiden Prabowo-Gibran(Jokowi) diliat dr kematangannya Gibran(Jokowi)..;prabowo-gibran;positive
instagram;Begitulah ala jurus Sruduk . DARI MULAI FITNAH 5 TAHUNAN KEPADA PRABOWO, NAMPAR WAMENTAN DLL .. SEJAK AWAL SIAPA YANG BERKICAU . SEMAKIN MANTAN DAN YAKIN PRABOWO GIBRAN ??;prabowo-gibran;neutral
instagram;Manipulasi hukum kembali terjadi ingat dulu waktu ibu manipulasi syarat S1 jadi SMA ya bu terus harus sehat walafiat buat jegal alm gusdur halah ngomong taik demi kepentingan rakyat itu mah demi kepentingan ibu dan kroni. Takut amat ma gibran kalo rakyat banyak yg ga jadi golput krn adanya pilihan gibran masa dipaksa  suruh milih calon yg ibu ajukan.;prabowo-gibran;negative
instagram;Astaga Astaga Astaga...makin jelas Pak jokowi, Pak prabowo dan mas Gibran akan terdepan ??????Smangattt Pak Prabowo, pasti menang..;prabowo-gibran;negative
instagram;"Direktur Eksekutif Indo Barometer M. Qodari menyebut Pemilihan Presiden (Pilpres) 2024 berpotensi satu putaran dengan bakal pasangan calon presiden dan wakil presiden Prabowo Subianto dan Gibran Rakabuming Raka menjadi pemenang.
https://www.antaranews.com/berita/3817767/indo-barometer-sebut-pilpres-2024-berpotensi-satu-putaran";prabowo-gibran;positive
instagram;Hmmm ogahhh pilih PDIP, All In aja kita semua PRABOWO 2024;prabowo-gibran;negative
instagram;All in... PRABOWO;prabowo-gibran;neutral
instagram;Memang banyak fitnah buat Gibran, dibilang banyak prestasi, dibilang tidak mendompleng jabatan bapaknya, dibilang pemimpin masa depan, itu semua jelas fitnah!;prabowo-gibran;negative
instagram;Kalo terulang kejadian 98, Megawati pantas disalahkan. Beliaulah yang membawa Prabowo dari jordan.;prabowo-gibran;negative
instagram;Ibu Ketum Megawati ini kayanya LUPA INGATAN ???? Dulu ketika Ibu Ketum melengserkan Gus Dur, dan mengambil alih menjadi Presiden. Padahal Ibu Ketum lulusan SMA loh. Kok bisa ya MK meloloskan Ibu Ketum. Padahal kan persyaratan menjadi Presiden yang harus minimal S1??. Apa bedanya dengan Mas Gibran kalau begitu. Cuman beda di Umur aja, jadi kalah kabut. Bilang aja masih kepengen banget jadi Presiden. Wong waktu itu jadi Presiden kan ga sampai 5 tahun kan ya Bu. ????;prabowo-gibran;negative
instagram;"Keras apaa nyaaa????
Itu lg main sinetron biar simpati 
Pak lurah Ini pemain

Ujungnya,biar org milih gibran??????";prabowo-gibran;negative
instagram;Bismillahirrahmanirrahim PRABOWO GIBRAN ??????;prabowo-gibran;neutral
instagram;Yah jelas, dimana2 yang rame tetep tim tuan rumah maen lah. Fix mau nyari kesalahan Gibran. Kayak baru sekali ini aja tau event piala dunia;prabowo-gibran;negative
instagram;Tdk amanah lg harusnya pak prabowo diskusi sm jokowi jgn paksa anak karbitan, itu sm aja pelanggaran hak anak. Dia msh ingin main  kelereng, duduk2 di cafe ngopi, konyol2an sm temannya, dll;prabowo-gibran;negative
instagram;Bukannya semakin maju jamannya harusnya demokrasi semakin bebas ya, kenapa sekarang malah kita semakin sering diintinidasi kalo berusaha mengganggu eksistensi gibran, aneh negeri ini;prabowo-gibran;negative
instagram;Kamu sih g dukung gibran;prabowo-gibran;positive
instagram;Iya lah yang paling NU kan cuma gibran??;prabowo-gibran;negative
instagram;Menghambat Gibran sama dgn pembegalan demokrasi;prabowo-gibran;negative
instagram;kan masih bisa akomodasi alat negara punya bapak wakilnya Prabowo, aman lah sambil joget2 pun bisa ??;prabowo-gibran;positive
instagram;KPU mahh takut ama pak lurah, paling juga dukung gibran ntar ??;prabowo-gibran;negative
instagram;ternyata portal berita itu bermanfaat banget buat masyarakat awam seperti saya jadi mengerti harus memilih siapa di pemilu besok... saya jadi melek kalo pilihan saya pak prabowo ternyata bukan pilihan yang tepat, karena gibran sebagai cawapresnya udah menggunakan alat2 negara, terkesan menghalalkan segala cara untuk jabatan semata... maaf ya pak prabowo kali ini saya berubah pikiran..;prabowo-gibran;negative
instagram;Ayo tempo lbh giat lagi ampe prabowo gibran satu putaran????;prabowo-gibran;positive
instagram;Sodorkan Gibran, anak muda yg byk prestasinya, berpengalaman sbg walikota 2thn pasti bs menghentikan nya. Sdh terbukti mampu menghentikan calon yg jauh lbh hebat dari dirinya, spt ketua umum partai besar, dan tokoh2 besar????????;prabowo-gibran;negative
instagram;Prabowo-gibran;prabowo-gibran;neutral
instagram;"TKN Pastikan Tuduhan Baliho Prabowo-Gibran Dipasang Kepolisian Tak Benar
https://news.detik.com/pemilu/d-7033016/tkn-pastikan-tuduhan-baliho-prabowo-gibran-dipasang-kepolisian-tak-benar.";prabowo-gibran;positive
instagram;Makin banyak orang pinter tapi keblinger. Jangan lupa coblos pak Prabowo jgn coblos Gibran krn dia anak pak Jokowi;prabowo-gibran;negative
instagram;Misal Gibran menang dan jadi wapres, untuk mengisi jabatan Walikota Solo saya ramal Jan Ethes yg akan menggantikan. Betul gak? ??;prabowo-gibran;negative
instagram;takutnya sih kalo Prabowo-Gibran jadi malah ntar kita balik ke masa orba gimana, bapaknya gak bisa 3 periode ya udah dilanjut anaknya;prabowo-gibran;negative
instagram;ngeri sih, ga kebayang kalau prabowo jadi presiden. ketua bem ui aja di represif, apalagi rakyat miskin;prabowo-gibran;negative
instagram;Masi mending gibran biar cm pimpin kabupaten tp keliatan hasilnya.;prabowo-gibran;negative
instagram;Sy sdh 2x pilih Pa Prabowo...u tuk 2024 sy pilih yg lain...sdh tdk percaya sama Bpk...;prabowo-gibran;negative
instagram;'saya gak tertarik masuk politik' -Gibran-;prabowo-gibran;negative
instagram;aneh bisa lolos ya prabowo gibran??;prabowo-gibran;negative
instagram;Terlalu enak sekali mas gibran kamu serba instan??;prabowo-gibran;negative
instagram;cawapres sekelas gibran, kelas teri doang, ampe ngakalin konstitusi??? hadehhh ga sepadan...;prabowo-gibran;negative
instagram;Sebelumnya Gibran sdh ditawari Puan untuk jadi wakilnya Ganjar.alhasil dia menolak karena merasa blm pengalaman.sekarang bersedia mewakili Prabowo.Seandainya dulu Gibran mau sama PDIP saya rasa  takkan segempar ini ??;prabowo-gibran;neutral
instagram;Gibran ngengngongngengngong;prabowo-gibran;neutral
instagram;Ayo Mas Gibran, jgn menyerah dipertarungan...;prabowo-gibran;neutral
instagram;Backingnnya kan bapaknya yang menggerakkan alat negara, ya gibran santai aja dong, inilah previlege cawapres yang muncul penguasa yang masih berkuasa;prabowo-gibran;positive
instagram;dua pasangan lengkap memenuhi persyaratan. kalau satu nya lagi (prabowo) butuh bantuan paman untuk memenuhi persyaratan;prabowo-gibran;negative
instagram;Tombol untuk Prabowo ---->>>>;prabowo-gibran;neutral
instagram;Elitttt old money, golden spooon???????? @prabowo;prabowo-gibran;neutral
instagram;All in Prabowo dong??;prabowo-gibran;neutral
instagram;Semuanya pake batik di leher. Cuman Prabowo sama Gibran yang polosa;prabowo-gibran;neutral
instagram;resmi juga ngab owie ciptakan pembangkit prabowo-gibran tenaga dinasti;prabowo-gibran;neutral
instagram;Mertuanya di kubu prabowo... Apa artinya ??????;prabowo-gibran;negative
instagram;Usah terus yaaa kalian , biar bagaimana Gibran gak bisa masuk, tandingan kelas berat banget kayaknya yaa;prabowo-gibran;negative
instagram;2024 ALL IN PRABOWO;prabowo-gibran;neutral
instagram;La iyalah masa jawabannya tidak akan netral dan akan mendukung gibran????????;prabowo-gibran;positive
instagram;kgk lagi deh milih prabowo. merusak konstitusi, represif. gmn kalo dah jadi presiden;prabowo-gibran;negative
instagram;Pak Prabowo.;prabowo-gibran;neutral
instagram;Saatnya Prabowo Gibran lanjutkan pembangunan pak Jokowi lainnya Jateng saatnya Prabowo Gibran;prabowo-gibran;negative
instagram;Knp sih slalu aja ada yg bhs pak Prabowo penculik 98?;prabowo-gibran;negative
instagram;Prabowo Gibran slalu di hati????;prabowo-gibran;neutral
instagram;Kemaren yg ngasih tau prabowo kalo ada pilpres siapa coba?? Tuh kan.. jadi ikutan lagi.. bikin aneh2 lagi...;prabowo-gibran;negative
instagram;@jokowi @prabowo @ganjar_pranowo @gibran_rakabuming @mohmahfudmd @puanmaharaniri menurut aku mending ngurusin ini deh ketimbang kampanye kampanye aja! Mana udh pusing masalah hidup, palestina, ini blom beres nih di papua gimane? Sibuk bgt ngurusin kampanye deh heran! Rakyat nih Rakyat Indonesia nih;prabowo-gibran;positive
instagram;@jokowi @prabowo @listyosigitprabowo @puspentni @divisihumaspolri mhn rakyat di berikan perlindungan udh saatnya TNI & POLRI dkt dgn rakyat, klo perlu kirim pasukan tambahan TNI&POLRI buat melindungi rakyatnya...????????????????;prabowo-gibran;positive
instagram;Sampai sekarang masih heran sama orang-orang yang milih Prabowo karena gemoy?;prabowo-gibran;positive
instagram;kgk kaget sih, pasti gibran senang deh sudah sesuai request awkkwkw;prabowo-gibran;positive
instagram;sudah pasti menang Prabowo, g mungkin kalah hahaha;prabowo-gibran;negative
instagram;Jelas kmaren di mk meloloskan si gibran.. Itu kecurangan yang nyata.;prabowo-gibran;negative
instagram;2019 Prabowo di curangi gpp..batu tulis di curangi tidak paa??????;prabowo-gibran;negative
instagram;APA PRESTASI DAN HASIL KERJA SENDIRI SI PRABOWO DAN GIBRAN LOL ?  MIKIRRRRR;prabowo-gibran;negative
instagram;Mas Gibran survey anda menang karena bapak anda????;prabowo-gibran;negative
instagram;"Kamu tanpa bapak bukan apa2. Alkisah ketika pilwakot rekom pdip dpc solo sudah dikirim rekom ke dpp pdip jakarta atas nama pak pur dan pak teguh. Namun 2020 pak jokowi dtanng keloji gandrung,dengan mengatakan ""mas gibran pengen maju walikota"". Tertanya bapak melobi ketua umum??????";prabowo-gibran;negative
instagram;Jangan tiru paman Gibran ya pakkk??????;prabowo-gibran;negative
instagram;Berita satu ini seperti nya pro ke pak Prabowo ??????;prabowo-gibran;negative
instagram;Pilihan Tetap Parabowo-Gibran... ??????;prabowo-gibran;positive
instagram;Sukses untuk pemimpin muda gibran;prabowo-gibran;positive
instagram;APAPUN BERITA NEGATIF KALIAN SERUKAN, PRABOWO GIBRAN TERBAIK ????????;prabowo-gibran;negative
instagram;Alhamdulilah prabowo gibra presiden 2024;prabowo-gibran;positive
instagram;Kaji prabowo?????? baru denger aku????;prabowo-gibran;positive
instagram;???????????? Pak Prabowo v ms Gibran  love;prabowo-gibran;positive
instagram;Prabowo Gibran ??????;prabowo-gibran;neutral
instagram;Hehh Gibran anak muda itu yg mandiri, ini kok ngandelin bapaknya??;prabowo-gibran;negative
instagram;Kurang mengerti. Kalau mau bukan dinasti harusnya gibran nunggu jokowi pensiun dulu mba, baru itu adil, beretika dan punya moral.....jadi sewaktu walikota juga bermasalah nepotisme, harusnya purnomo.;prabowo-gibran;negative
instagram;heran gw, mau aja sih mereka merusak konstitusi untuk prabowo;prabowo-gibran;positive
instagram;Inget ini media pemiliknya jadi dewan pembina TKN Prabowo - Gibran !!!!;prabowo-gibran;negative
instagram;Klo cawapres ny prabowo bukan gibran tapi anak muda lain pasti PDIP adem ayem aja gak masalah ama MK MK an ??;prabowo-gibran;negative
instagram;MK rusak namanya gara gara Anwar usman paman Gibran dan sekaligus Ipar jokowi,;prabowo-gibran;negative
instagram;Semoga bapak prabowo terpilih dan semoga satu putaran;prabowo-gibran;positive
instagram;Semoga pak prabowo terpilih dan semoga satu putaran;prabowo-gibran;positive
instagram;Gak ngaruh tetap all in prabowo;prabowo-gibran;positive
instagram;Cara lawan praktik Nepotisme dan kolusi yang sudah nampak nyata adalah 14 Februari 2024 datang ke TPS dan pilih paslon selain Prabowo Gibran.;prabowo-gibran;negative
instagram;????ANDA GIBRAN TIDAK AKAN MENANGGGGGGG????;prabowo-gibran;neutral
instagram;????????MK SERTA BAWASLU BAUUUUUU BUSUKKKKKKK NYA SANGATTTTT MENYENGATTTTTTT AND ENTEE GIBRAN PURA PURA DONGOOOOO PADAHAL ANDA TAUUUUUUU BAUUUU BUSUKKKKKK NYAAAA AND ANDA GIBRAN PANTAS MENDAPAT JULUKANNNNN CAWAPRES PEMBUALLLLLLL PEMBOHONGGGGGG BOKISSSSSSSSSS????????;prabowo-gibran;negative
instagram;"Pertama :gibran mengambil no urut 14
Kedua : prabowo mengambil no urut 02
Apakah ini pertanda kalau pemilu akan dilaksanakan tangg 14 -02-2024 dan akan dimenangkan oleh pasangan prabowo-gibran ???";prabowo-gibran;negative
instagram;PERCUMA PAK , YANG MENANG TETAP PRABOWO KARNA SAYA TAU PAK PRABOWO GEMOY DAN GEMES;prabowo-gibran;negative
instagram;Prabowo Gibran nomor 2 peace damai guys ??????;prabowo-gibran;positive
instagram;Dengan ini saya melek, klo dia naik malah lebih parah ??.. Bismillah Prabowo;prabowo-gibran;neutral
instagram;Ya jelas beda min prabowo masuk pemerintahan sedangkan yg 2 gak masuk ?? yg 2 gak punya alat untuk mensuarakan / bantu kemerdekaan. Prabowo punya segalanya ?? apalagi praboewo gandeng sama anaknya jokowi ??;prabowo-gibran;negative
instagram;Itu tandanya ada mereka bagus menghormati orang tua... ga ada salahnya sma yg lebih tua bgtu.. jujur saya bukan pendukung Gibran yah;prabowo-gibran;negative
instagram;Semakin Bulat Tekad kami untuk Mendukung Paslon no.2 Prabowo-Gibran, krena melihat Kesombongan & Keangkuhan dr Mak Erot..;prabowo-gibran;neutral
instagram;Prabowo gibran ok;prabowo-gibran;neutral
instagram;PRABOWO Subianto;prabowo-gibran;neutral
instagram;Prabowo Gibran????;prabowo-gibran;neutral
instagram;Prabowo gibran ????;prabowo-gibran;neutral
instagram;Ini si calon nya bagus bagus semua udah pada mateng kalu ibarat buah tapi cuman mas gibran doang yg kurang matang masih mengkal?????? hehe maaf ya mas.??????;prabowo-gibran;negative
instagram;Prabowo Gibran;prabowo-gibran;neutral
instagram;Prabowo-Gibran????;prabowo-gibran;neutral
instagram;Dulu saya coblos pak jokowi di no 2. Skrng saya coblos no 2 prabowo gibran. Anak muda gasss??;prabowo-gibran;negative
instagram;Langit kan doa ... Insyaallah terijabah ?? Prabowo - Gibran 2024 - 2029??;prabowo-gibran;positive
instagram;urut 3 utk prabowo-gibran, melambangkan 3 alat negara utama yg digunakan demi kemenangan;prabowo-gibran;neutral
instagram;Pak Prabowo cocoknya pake nomer 72, sesuai sama umurnya karena udah tua wkwkwkw;prabowo-gibran;positive
instagram;Prabowo ama Gibran nih bakal tenang kedepannya, karna dapet bantuan alat negara;prabowo-gibran;positive
instagram;nomor 1 udh prnh, nomor 2 udh pernah, nomor 3 lah buat pak prabowo. kalah 1, kalah 2, otw kalah 3...;prabowo-gibran;negative
