source;text;person;sentiment
instagram;Gibran belum lolos usia bakal cawapres diloloskan MK dengan ketua MK paman Gibran --> Gibran adalah anak presiden sekarang --> Presiden menggerakkan Menteri, BUMN, Polri, TNI dan ASN untuk membantu sang anak;prabowo-gibran;negative
instagram;Tp kata mbah gusdur prabowo itu orangnya tulus gmn donk;prabowo-gibran;positive
instagram;Saya lebih setuju nantinya jika pak Jokowi sebagai org yg berpengalaman dalam pemenangan pemilu ikut mengkampanyekan langsung pasangan Prabowo Gibran ketika musim kampanye nanti.??????;prabowo-gibran;positive
instagram;Org kalo udh diselimuti dg kebencian susah gk ada obatnya..jd klo gk suka sm Gibran ya gk usah dipilih ok..????;prabowo-gibran;negative
instagram;@prabowo My Choice ????;prabowo-gibran;neutral
instagram;@metrotv @feriamsari : setuju uda feri, mustahil presiden @jokowi netral uda, untuk sang anak, dia pasti akan melakukan apa saja, termasuk menggunakan fasilitas negara untuk meluluskan keinginan sang anak, kalo gibran punya rasa etika atau moral yang baik, sebaiknya dia mengundurkan diri saja tuch uda feri;prabowo-gibran;positive
instagram;gk sabar nihh istri prabowo sukanya apa yaaa?????;prabowo-gibran;positive
instagram;giliran prabowo kapan min, eh.. sorry sorry lupa guyss;prabowo-gibran;negative
instagram;Besok ajak istrinya Prabowo main kyk ginian dongg;prabowo-gibran;positive
instagram;menunggu gilirannya istri pak Prabowo;prabowo-gibran;negative
instagram;lengkap nih, istri pak prabowo dimana ya ges ya;prabowo-gibran;positive
instagram;ajak istrinya prabowo donkkk;prabowo-gibran;positive
instagram;Statement,yg menggambarkn ,bhwa saya dia blum rela gibran menjadi lawan politik nya.dan menujukan tidak komitmen .dalam setaip tingkah dan ucapan;prabowo-gibran;negative
instagram;Padahal kan Mas Gibran nih pinter loh, apalagi kalo mbahas masalah Demokrasi dan Konstitusi;prabowo-gibran;negative
instagram;Orang lagi panik banyak bacot. Prabowo Gibran satu putaran. Ape lo ape loo;prabowo-gibran;negative
instagram;gak mungkin si seorang gibran pake ijazah palsu....;prabowo-gibran;negative
instagram;"Dari kmaren berita cuman 
Joko gibran wowo , itu2 aja setiap hari , kayak ga ada yg laenn";prabowo-gibran;negative
instagram;Gibran presiden;prabowo-gibran;positive
instagram;Yesss?? 1x puteran prabowo gibran??;prabowo-gibran;neutral
instagram;All in Prabowo Gibran ??????;prabowo-gibran;neutral
instagram;PENDUKUNG PRABOWO 2019 LEPAS ATRIBUT DUKUNG AMIN ??;prabowo-gibran;positive
instagram;Semoga yth pak Prabowo dan mas gibran terpilih menjadi presiden Indonesia ke 2024;prabowo-gibran;positive
instagram;Harusnya nih RK yg jadi cawapres, bukan si anak mahkota. dia lebih milenial dan lebih kompeten daripada gibran yg karbitan;prabowo-gibran;negative
instagram;Gibran maju terusss, biarkan saja yang bacott?????? selama program pakde kamu lanjutkan, rakyat mendukungmu ...;prabowo-gibran;positive
instagram;sansss aja ga sih kan bekingannya bapak gua, kira2 gitu kata gibran;prabowo-gibran;negative
instagram;tenang saja pak gemoy kan backingan saya papah, begitu kira kira dek gibran bilang;prabowo-gibran;positive
instagram;APBN utk kemhan paling tinggi , emang sudah di rencanain sejak awal gibran kaesang ke prabowo. Bayar pajak cuma utk keluarga ? Kemudian nyalonin orang 72taon mau jadi capres. Yg otaknya udah mau kadaluarsa ditiru, joe biden umur 82 taon, sampe skarang ga bsa bikin kebijakan yg benar. Krisis ekonomi dan tahun ini menjadi rekor penembakan sipil dgn korban tewas terbanyak, itu lah hasil kepemimpinan orang di usia usia kadaluarsa, cara ini malah ditiru paslon prabowo.;prabowo-gibran;negative
instagram;Intinya setiap omongan Gibran jangan pernah percaya;prabowo-gibran;negative
instagram;Koalisinya prabowo terlalu banyak dramanya, ribet. yg pak prabowo juga masih punya beban masa lalu, dan cawapresnya jg punya beban keputusan janggal MK;prabowo-gibran;negative
instagram;Anak muda All in prabowo, yang terpenting Indonesia 5 tahun ke depan bisa amanlah yah dari negara yang suka membaringkan dalih demokrasi;prabowo-gibran;negative
instagram;Bapak Prabowo dan Gibran ????;prabowo-gibran;neutral
instagram;Gibran jawabnya biasa aja gk yaa ????;prabowo-gibran;negative
instagram;Tugiman sengaja senggol @jokowi , malah pada kabur tuh pendukung pak de ke arah Prabowo-Gibran ??????, belum sanggup loe lawan pak de;prabowo-gibran;negative
instagram;"Tanda"" pasangan pak Prabowo  dan mas gibran  menang  banyak sekali ..yang menfitnah ..maju terus ..?????? jangan  kasih kendor ??";prabowo-gibran;negative
instagram;Gk suka boleh² saja... tapi jgn lah asal.... lalu melontarkan isue² yg tdk terbukti... klo gibran mau memperpanjang bs aja tuh di cari org yg menuduhnya...;prabowo-gibran;negative
instagram;Kita juga kok nganggep lucu mas gibran bisa mengakali konstitusi pake ordal dan kekuasaan bapak untuk maju sebagai cawapres;prabowo-gibran;positive
instagram;All in prabowo >>>>>>>>>>??;prabowo-gibran;neutral
instagram;Kalau presiden prabowo ibu negara sapa yaa.;prabowo-gibran;positive
instagram;Wajar kalo Pak Prabowo seneng mie instan karena kalo tentara turun ke tempat bencana, makanan darurat yang dimasak di dapur umum atau dibagikan ke masyarakat itu mie instan;prabowo-gibran;negative
instagram;Pantesan prabowo pilihnya cawapres yang instan wkwkw;prabowo-gibran;negative
instagram;Wah bagus transparan gini, semua ditulis. Keren abis gak ada yang ditutupin. Ini menunjukkan pemimpin kelak ini tokoh” yang jujur selalu mengedepankan transparan, tidak licik dan apa adanya. Prabowo- Gibran memang terbaik untuk negeri ini. Selalu adem tidak ada sedikitpun menjelek”kan capres lain selalu mengutamakan kedamaian dan mengedepankan persatuan seperti yang diinginkan sang presiden, adu gagasan jangan banyak drakor;prabowo-gibran;negative
instagram;Narasinya makin mirip pak Anis,, fix pak Prabowo nih;prabowo-gibran;negative
instagram;@greedy_den7 nah setuju nie... udah byr tapi di permudah... aku dukung prabowo??;prabowo-gibran;positive
instagram;semakin yakin ALL IN  Prabowo-Gibran;prabowo-gibran;positive
instagram;Walaupun saya bukan pendukung prabowo tapi saya lebih respect kalau beliau pilih RK dibanding gibran buat jadi cawapresnya.;prabowo-gibran;negative
instagram;Yg penting bagi prabowo bungkusnya jokowi dulu tuk narik pengikutnya, meski isinya prabowo..;prabowo-gibran;negative
instagram;Pasangan pasti Prabowo-ridwan kamil... Pasti menang 1 putaran.... Eh malah dapat pasangannya putra mahkota..?? Semoga baik baik saja..;prabowo-gibran;positive
instagram;Rakyat semakin yakin sama @prabowo @gibran_rakabuming 2024 ??????;prabowo-gibran;positive
instagram;"Gibran be like: ""wah aku harus buat alasan biar bisa absen lagi nih sepertinya, tapi apa ya?""";prabowo-gibran;negative
instagram;Gibran si pelanggar konstitusi;prabowo-gibran;neutral
instagram;Prabowo !! Pilih no 2 ????;prabowo-gibran;positive
instagram;bu iriana mendorong mas gibran maju jadi cawapres;prabowo-gibran;negative
instagram;cinta bu iriana ke mas gibran abadi;prabowo-gibran;positive
instagram;CERDAS PAK ANIS????.... TAPI SAYA ALL IN PRABOWO??;prabowo-gibran;positive
instagram;Ini yg sebelumnya ketemuan sama gibran ya?;prabowo-gibran;negative
instagram;Udah melanggar aja Prabowo-Gibran ama timnya masih sempet2nya ngeles, ah sudahlah #RIPDemokrasi ??;prabowo-gibran;negative
instagram;alat negara ?alat pemenangan gibran ?;prabowo-gibran;positive
instagram;Mantapp.. optimis PRABOWO-GIBRAN demi keberlanjutan pakk????;prabowo-gibran;positive
instagram;menteri cuti biar bisa memenangkan putra mahkota gibran;prabowo-gibran;negative
instagram;GIBRAN KATANYA SELAMA PILPRES MAU MENGAJUKAN CUTI SEBAGAI ANAK PRESIDEN.;prabowo-gibran;negative
instagram;Mas gibran selalu d hati pokoknya;prabowo-gibran;neutral
instagram;semakin pede pilih PRABOWO-GIBRAN??????;prabowo-gibran;neutral
instagram;PRABOWO GIBRAN TENGGELAM ????;prabowo-gibran;neutral
instagram;@jokowi @prabowo @retno_marsudi  tolong perkuat keamanan Indonesia ??????;prabowo-gibran;negative
instagram;Gausah dijawab, Gibran aja gaktau, org dia aja putusan MK salah apa enggak aja jg gatau ??;prabowo-gibran;negative
instagram;Status ayah nya Gibran di PDI sudah berhasil nyuruh adek ipar ketok palu di MK ????;prabowo-gibran;neutral
instagram;Status jokowi itu presiden, dan punya semua akses buat diri dan keluarganya. Makanya Gibran masih adem ayem sampe sekarang;prabowo-gibran;positive
instagram;kipernya diintimidasi, awas kamu nanti tak suruh prabowo nanam singkong disini lo;prabowo-gibran;negative
instagram;Padahal kalau prabowo ridwan kamil saya dukung ??;prabowo-gibran;positive
instagram;Prabowo - Anwar Usman;prabowo-gibran;neutral
instagram;Auto k.o bpk Ama Gibran ????;prabowo-gibran;neutral
instagram;Tapi kalah sama gibran dan paman ??;prabowo-gibran;negative
instagram;Bohong lu ach..... Gibran sudah dipersiapkan 2 tahun lalu kok untuk berpasangan dgn mu om woooo?????? jgn lagilah bersandiwara drakor lg;prabowo-gibran;neutral
instagram;Harus pilih gibran ??curang pak d;prabowo-gibran;positive
instagram;Prabowo gibran untuk Indonesia????;prabowo-gibran;neutral
instagram;??tenang mas Prabowo......saya datang;prabowo-gibran;neutral
instagram;Sehat selalu pak Prabowo.....;prabowo-gibran;positive
instagram;Mantab... neh. Tetap Jgn Lupa ya Coblos Nomor 02 Prabowo Gibran... nyok GOYANG GEMOOYY??;prabowo-gibran;positive
instagram;??????????#yukcerdasdikit tu @prabowo gak minta dukungan @dppapdesi.ofc  tp masih dukung... #yuksjangangoblokdadak;prabowo-gibran;positive
instagram;Aq mah tetep pilih pak prabowo  dan ams gibran..suka suka kan politik itu bebas mau pilih siapa tanpa menjelekkan??????;prabowo-gibran;negative
instagram;Sekalian gibran suruh kampanye;prabowo-gibran;neutral
instagram;SPEAK UP, itu kuncinya... Jd inget konten Bintang Emon yg nyentil dikit doang Prabowo-Gibran langsung di TAKEDOWN ??;prabowo-gibran;negative
instagram;Tapi kalau yg curang prabowo - gibran masih ditindak lanjuti ngga ya ?;prabowo-gibran;negative
instagram;Berlaku juga buat yg dukung ke prabowo gibran ngga ?;prabowo-gibran;positive
instagram;satu lagi pion yang ditaruh pak lurah untuk kemenangan gibran ya ges ya, gk main main ini ditaruh nya di TNI cuy ??;prabowo-gibran;positive
instagram;KALAU GITU GAUSAH PILIH GIBRAN??????;prabowo-gibran;negative
instagram;Gemoy amat sih bapa @prabowo ....sehat selalu pak....;prabowo-gibran;positive
instagram;Gugat ke MK coba pak Firli, siapa tahu diloloskan sama pamannya mas Gibran..;prabowo-gibran;negative
instagram;Jadwal Prabowo Gibran kapan Min?;prabowo-gibran;neutral
instagram;"Prabowo-Gibran mane wooyy! ""Independen Terpecaya""? ??????";prabowo-gibran;neutral
instagram;Bicara previledge nanti gibran tersinggung lo, diakan bisa maju karena anaknya presiden dan paman yg ubah undang² syarat bisa maju jadi calon wakil presiden... ? biar ga ngantukan;prabowo-gibran;negative
instagram;Pengen nonton debat dia vs Gibran ??;prabowo-gibran;positive
instagram;Kita liat dia debat vs gibran;prabowo-gibran;positive
instagram;gibran mana gibran, brannn...oi brann..kiuuwww kiuwww..cukurukukkkk????;prabowo-gibran;neutral
instagram;"Mari Kita Gaungkan Bersama sama !!
Jokowi Idolaku
Prabowo Kebanggaan ku
Semua Jadi Satu
INDONESIA..
SBY Panutanku
Bu Mega Kehormatanku
Semua Jadi Satu
INDONESIA..?????";prabowo-gibran;positive
instagram;Semua untuk Gibran, Cawapres hasil aborsi??;prabowo-gibran;negative
instagram;Gibran bilek : apa itu aturan ???;prabowo-gibran;negative
instagram;Kumparan beritanya kayaknya tentang Prabowo terus??;prabowo-gibran;negative
instagram;Kasus Trisakti gak diungkap, Prabowo jg produk ORBA;prabowo-gibran;positive
instagram;Gibran itu yg pasti hasil ketok palu paman di MK ??????;prabowo-gibran;negative
instagram;prabowo-gibran?????????? 1 putaran;prabowo-gibran;neutral
instagram;Pak Prabowo Subianto kita banggakan tapi wakil Pak Prabowo kurang pas jika wakilnya AHY itu lebih tepat;prabowo-gibran;positive
instagram;@gibran_rakabuming tolong lah ini mas gibran, jangan merajalela yang jualan daging anjing. ANJING BUKAN MAKANAN!;prabowo-gibran;negative
instagram;Yg menggelegar berhati lembut, presiden berikutnya yg mencintai dan dicintai rakyatnya yg tdk melupakan pendahulu-pendahulunya yg sdh susah payah berjuang memajukan bangsa dan negaranya utk rakyatnya yg sejahtera, t e r u s k a n ! Salam semangat optimis Prabowo Presiden yg amanah, yg dipilih rakyat !  Yes !  Kita bisa !;prabowo-gibran;positive
instagram;Heleh pret.., skrng kok jadi penjilat Wo.., memuji2 setinggi langit.., bahkan 100% pak Jokowi gak ada salahnya di matamu Wo.., dulu di 2014 n 2019 apa sdah kmu lupakan Wo.., yg suka menghina n menghujat pak Jokowi cpa.., makanya kita mati2an gak mendukungmu Wo bahkan sampe 2024 ini.., kita tetap tegak lurus dgn pak Jokowi sampe hri ini.., tdk mendukung Prabowo utk Presiden..;prabowo-gibran;negative
instagram;Prabowo - Gibran for presiden 2024;prabowo-gibran;positive
instagram;Dari sini kita bisa simpulkan, kalau Prabowo lebih mementingkan kekuasaan ketimbang memberi kesempatan orang yg memang sudah punya kapasitas buat ngurus negara ????;prabowo-gibran;positive
instagram;Suwe2 bosen.lht gaya prabowo....;prabowo-gibran;negative
instagram;Yg di gbk mc nya mengajak memilih prabowo gibran bawaslu diam aja, malah membela bilang enggak ada mengajak. Emang bawaslu ini kerja hanya untuk AMIN aja, semoga lekas sembuh bawaslu;prabowo-gibran;positive
instagram;Antisipasi jika gibran kalah;prabowo-gibran;negative
instagram;Ayo bersama2 JANGAN PILIH @gibran_rakabuming dan @prabowo , demi konstitusi yang udah digituin sama @jokowi . Banyak ahli tatanegara udah bilang ada yg salah sama proses pengambilan keputusan oleh MK dan terbukti ada masalah etik... semoga orang dengan cara kayak gini akan kalah... ayo bersama bantu @prabowo cetak hattrick kalah capres, #hindariprodukdinasti;prabowo-gibran;negative
instagram;Gibran, sebuah perjudian politik sang ayah diakhir kekuasaannya!;prabowo-gibran;positive
instagram;fix...all in??.. Prabowo08 & Gibran ?? utk Indonesia 2024????????;prabowo-gibran;neutral
instagram;Prabowo kerja nyata Pranowo hanya kata-kata;prabowo-gibran;positive
instagram;Tenang saja pak Prabowo....hhhh;prabowo-gibran;positive
instagram;Klau Gibran ga jdi gimana nasibmu kluarga Dinasti jokowi...;prabowo-gibran;negative
instagram;Prabowo ??;prabowo-gibran;neutral
instagram;Admin sdh dibeli gibran;prabowo-gibran;positive
instagram;Saya yakin prabowo menang?? (dengan cara kotor);prabowo-gibran;negative
instagram;2014 2019 tetap tidak memilih Prabowo;prabowo-gibran;positive
instagram;"PRABOWO-GIBRAN maneeee??? ""Independen Terpecaya"" ??? ????????";prabowo-gibran;neutral
instagram;kok pak Prabowo ngga adaaaaa;prabowo-gibran;neutral
instagram;Prabowo mana? Padahal paling ditunggu loh, pengen denger speechnya Gibran wkwk;prabowo-gibran;negative
instagram;Gembar gembor 22-24 Nov lah giliran prabowo-gibran di skip! LAWAK! ????;prabowo-gibran;neutral
instagram;hahahahHaaaaaa...KEBANYAKAN PENCITRAAAN??....ALL IN PRABOWO;prabowo-gibran;neutral
instagram;Dmn2 mau prabowo, mau krucu2nya, yg di bhs makan mulu sih.. gk ada program yg wooww gitu selain makan gratis???;prabowo-gibran;positive
instagram;sejauh baca berita, yang gw tangkep kalo KPU, aparat, TNI, POLRI udah jadi alat negaranya gibran;prabowo-gibran;negative
instagram;?????????? kata siapa gw pendukung JOKOWI OGAAAAH MILIH PRABOWO GIBRAN;prabowo-gibran;neutral
instagram;alat negara ini fungsinya udh bukan buat rakyat lagi, tapi buat gibran semata, kalo udah disalah gunain gitu masih yakin pemilu kali ini netral?;prabowo-gibran;negative
instagram;yang paling keliatan jelas itu pas BIN ditunggangin sama gibran, sekelas BIN loh itu bisa jadi alat pemenangan gibran;prabowo-gibran;neutral
instagram;Jelas kalo alat negara pasti digerakin buat menangin Prabowo. Cuman emang rakyat bakal diem?;prabowo-gibran;negative
instagram;Ini keknya prestasi @aniesbaswedan bukan @prabowo subianto...;prabowo-gibran;negative
instagram;Prabowo Gibran ?? nomor 2;prabowo-gibran;neutral
instagram;Itu charta dari dulu kala sampai ini hari!!! yg saya tahu tiap orang/yg punya surpe nya tampil di tipi2 nasional paling suka paling senang bangetttt NyiiNNNNYirrrrr rinn dan ngeJahtuhin prabowo ????????;prabowo-gibran;positive
instagram;Gibran gak berani hadir??;prabowo-gibran;negative
instagram;Gibran kemana?????;prabowo-gibran;neutral
instagram;@prabowo;prabowo-gibran;neutral
instagram;Kalau alat negara mau dibuat kampannye gibran, ya silahkan ??;prabowo-gibran;positive
instagram;Siapa bilang gak licik, skenario berkhianat sdh dirancang jauh hari tapi dia oura pura-pura seperti sangat royal kpd Bu Mega sampai hari nya tiba di sebuah panggung dia mengatakan tenang saja pak prabowo. Betapa liciknya anak muda ini. Indonesia dlm bahaya bila di pimpin oleh org yg gak beretika dan bermoral. Ditanya apakah sdg ngurus skck dijawab gak padahal sdg ngurus skck. Dia suruh kita jgn curiga dgn gugatan usia capres di mk tapi kenyataan nya dia maju sbg cawapres hasil begal konstitusi. Biara rakyat yg menilai saja anak muda ini licik atau gak;prabowo-gibran;negative
instagram;Bener Gibran tangguh tidak punya malu.;prabowo-gibran;positive
instagram;Dia tdk datang jarena prabowo gibran tdk butuh suara kiyai, ulama dan umat muslim;prabowo-gibran;negative
instagram;tersangka doang diberhentikan sementara, reshuffle buat apa? biar eliminasi orang2 yg gk pro prabowo gibran?;prabowo-gibran;negative
instagram;Yu jadikan Prabowo Hatrick kalah dalam capres;prabowo-gibran;negative
instagram;G berlaku buat gibran;prabowo-gibran;positive
instagram;Prabowo-Gibran menang satu putaran ??????;prabowo-gibran;positive
instagram;Lah yg kenceng prabowo ??;prabowo-gibran;negative
instagram;Prabowk gibran pakk????;prabowo-gibran;neutral
instagram;pasti pamannya gibran , atau gak pak ahok?? ??;prabowo-gibran;negative
instagram;Persepsi elit dan masyarakat umum beda..survei terakhir Prabowo Gibran naik jadi 44 %...Giran dari 1,7 % naik jadi 17 %..;prabowo-gibran;negative
instagram;2024 saat terakhir, untuk Prabowo saat terakhir Nyapres, untuk Gibran kesempatan terakhir untuk keluarga tetap berkuasa. Kalau tidak, keduanya habis sudah;prabowo-gibran;positive
instagram;Tempo Gibran terus ga abis abis??, bahas capres yg suka porno biar intermezo dikit lah??;prabowo-gibran;negative
instagram;makin keliatan setiran pak lurah demi gibran, kek gitu kok nyuruh org laen netral ??;prabowo-gibran;positive
instagram;Yg dimaksud pak Jokowi bakalan cawe - cawe pilpres itu maksudnya buat amanin karpet merah gibran ya ?;prabowo-gibran;positive
instagram;Masih mikir kalo pilpres ini gak bakalan bisa netral, karena pak lurah sudah berani pake alat negara untuk mendorong gibran jadi cawapres;prabowo-gibran;negative
instagram;@jokowi @mohmahfudmd @prabowo;prabowo-gibran;neutral
instagram;kenapa orang2 yg gak setuju dengan pencalonan gibran berakhir dengan dilaporkan? keliatan banget kalo mereka mulai menggerakan alat negara untuk memberedel konstitusi yg berlaku;prabowo-gibran;negative
instagram;Om Nusron… anda boleh bersemangat dukung gibran.., tapi jangan korbankan bangsa ini;prabowo-gibran;positive
instagram;klaim ga berdasar gini, buat apa dipikirin. emg ya prabowo-gibran sukanya klaim sepihak chuakks;prabowo-gibran;negative
instagram;Kader Golkar emangnya gk ada yg hebat ya.. smpai ambil Gibran dari PDIP..@nusron_wahid;prabowo-gibran;negative
instagram;udah rahasia umum kalo alat negara dipake semua biar prabowo gibran menang kali ini;prabowo-gibran;negative
instagram;ayoo mas gibran pasti bisa mewakili kami! mewakili kami yang ingin prabowo kalah!!!;prabowo-gibran;negative
instagram;ayoo prabowo pasti bisa! bisa kalahh!!!;prabowo-gibran;neutral
instagram;Prabowo nih lucu yaa diliat liat, selucu visi misinyaa;prabowo-gibran;positive
instagram;sdhlah pak prabowo, tdk usah memaksakan diri sbegitunya sampe all in all in. fokus visi misimu pak! kalo mmg org yg paling ikhlas... tp itu tdk mngkin...;prabowo-gibran;neutral
instagram;trlalu lama brmain2 dengan hukum wktu karirnya bagus, kemudian jatuh. orang lawas orba spt prabowo mana paham isu2 masa kini juga...;prabowo-gibran;negative
instagram;kalo titik suharto sudah mendekat dan prabowo ke pesantren2 tandanya sudah dekat PILPRES;prabowo-gibran;negative
instagram;Partai sampai ini.. Minim gagasan.. Kerjaannya asik menyalahkan orang.. Progam dan gagasan nya apa.. Hadeh.. Orang yang aneh.. Hidup gibran.. Prabowo Ri 1;prabowo-gibran;negative
instagram;Gasabar pengen tau alat negara mana lagi yg bakal dipake buat pemenangan Prabowo;prabowo-gibran;negative
instagram;Ga ajak paman nya gibran ???;prabowo-gibran;positive
instagram;ALL IN PRABOWO-GIBRAN ??????;prabowo-gibran;neutral
instagram;Saya kasihan lihat pak prabowo melihat dari cara jalannya saja sudah terseok², kurang gesit gak gercep kok ya masih di paksakan juga nyapre?????????;prabowo-gibran;positive
instagram;Kami tetap coblos Prabowo - Gibran 2024 Indonesia Maju ?????;prabowo-gibran;positive
instagram;Dulu kau juga bilang kalau gak mau jd capres selagi ada pak Prabowo mencalonkan diri. ????;prabowo-gibran;positive
instagram;prabowo lagi buat wacana bangun kekuasaan dinasti politik, dan lucunya masih banyak yang dukung dia;prabowo-gibran;positive
instagram;Selamat Salam Semangat Untuk Prabowo - Gibran pilihan Kami 2024 Indonesia Maju ?????;prabowo-gibran;positive
instagram;Prabowo...??????;prabowo-gibran;neutral
instagram;Kami sekeluarga prabowo;prabowo-gibran;positive
instagram;Masalah Gibran jgn dilihat dr kacamata seni dan budaya krn pasti rasa2ne ga cocok atau rasa2ne ora pantes... harus dr kaca mata hukum..;prabowo-gibran;negative
instagram;Bukan Soal Gibran nya om.. cacat konstitusi..;prabowo-gibran;negative
instagram;wakwwkk prabowo ga mau kalah lagi bu, dah cukup 2x aja. makanya dia berani ngorbanin demokrasi bangsa;prabowo-gibran;negative
instagram;Gimana sih pikirannya pendukung gibran itu sebenernya, ini masalah kita bersama lo, konstitusi yang mana hukum tertinggi di negara ini bisa loh dicurangi sama dia dengan bantuan pamannya dan antek bapaknya, tapi masa iya kita tetep mau mendukung?;prabowo-gibran;positive
instagram;Prabowo gibran??????????;prabowo-gibran;neutral
instagram;Wong survei bisa di atur sesuai yg bayar ?? kan prabowo sama md sudah bilang??;prabowo-gibran;positive
instagram;Dulu kecil trs surveinya karna ga bareng kubu orang2 curang, skrg bareng kubu orang2 curang jd tinggi trs surveinya, tp pak prabowo pasti tau kl survei itu ga bener toh pada kenyataannya pd saat itu bapak yg menang hanya saja yg curang yg di menangkan..begitu jg saat ini, meski bapak tinggi di survei karna bergabung dgn orang2 curang itu, tp pada kenyataannya nanti dilapangan anieslah yg akan menang..karna anie di curangkan seperti bapak dlu..;prabowo-gibran;negative
instagram;ALL IN PRABOWO PRESIDEN 2024;prabowo-gibran;positive
instagram;Ketar ketiiiirrrr ?????? PRABOWO - GIBRAANN ??????;prabowo-gibran;negative
instagram;Gw sih netral ga berpihak ke siapa2,Lagian entah siapa yg jd presiden gw tetep aja Kuli????Cuman,Kl boleh prediksi sih yg bakal jd presiden Prabowo-Gibran(Jokowi) diliat dr kematangannya Gibran(Jokowi)..;prabowo-gibran;positive
instagram;Begitulah ala jurus Sruduk . DARI MULAI FITNAH 5 TAHUNAN KEPADA PRABOWO, NAMPAR WAMENTAN DLL .. SEJAK AWAL SIAPA YANG BERKICAU . SEMAKIN MANTAN DAN YAKIN PRABOWO GIBRAN ??;prabowo-gibran;neutral
instagram;Manipulasi hukum kembali terjadi ingat dulu waktu ibu manipulasi syarat S1 jadi SMA ya bu terus harus sehat walafiat buat jegal alm gusdur halah ngomong taik demi kepentingan rakyat itu mah demi kepentingan ibu dan kroni. Takut amat ma gibran kalo rakyat banyak yg ga jadi golput krn adanya pilihan gibran masa dipaksa  suruh milih calon yg ibu ajukan.;prabowo-gibran;negative
instagram;Astaga Astaga Astaga...makin jelas Pak jokowi, Pak prabowo dan mas Gibran akan terdepan ??????Smangattt Pak Prabowo, pasti menang..;prabowo-gibran;negative
instagram;"Direktur Eksekutif Indo Barometer M. Qodari menyebut Pemilihan Presiden (Pilpres) 2024 berpotensi satu putaran dengan bakal pasangan calon presiden dan wakil presiden Prabowo Subianto dan Gibran Rakabuming Raka menjadi pemenang.
https://www.antaranews.com/berita/3817767/indo-barometer-sebut-pilpres-2024-berpotensi-satu-putaran";prabowo-gibran;positive
instagram;Hmmm ogahhh pilih PDIP, All In aja kita semua PRABOWO 2024;prabowo-gibran;negative
instagram;All in... PRABOWO;prabowo-gibran;neutral
instagram;Memang banyak fitnah buat Gibran, dibilang banyak prestasi, dibilang tidak mendompleng jabatan bapaknya, dibilang pemimpin masa depan, itu semua jelas fitnah!;prabowo-gibran;negative
instagram;Kalo terulang kejadian 98, Megawati pantas disalahkan. Beliaulah yang membawa Prabowo dari jordan.;prabowo-gibran;negative
instagram;Ibu Ketum Megawati ini kayanya LUPA INGATAN ???? Dulu ketika Ibu Ketum melengserkan Gus Dur, dan mengambil alih menjadi Presiden. Padahal Ibu Ketum lulusan SMA loh. Kok bisa ya MK meloloskan Ibu Ketum. Padahal kan persyaratan menjadi Presiden yang harus minimal S1??. Apa bedanya dengan Mas Gibran kalau begitu. Cuman beda di Umur aja, jadi kalah kabut. Bilang aja masih kepengen banget jadi Presiden. Wong waktu itu jadi Presiden kan ga sampai 5 tahun kan ya Bu. ????;prabowo-gibran;negative
instagram;"Keras apaa nyaaa????
Itu lg main sinetron biar simpati 
Pak lurah Ini pemain

Ujungnya,biar org milih gibran??????";prabowo-gibran;negative
instagram;Bismillahirrahmanirrahim PRABOWO GIBRAN ??????;prabowo-gibran;neutral
instagram;Yah jelas, dimana2 yang rame tetep tim tuan rumah maen lah. Fix mau nyari kesalahan Gibran. Kayak baru sekali ini aja tau event piala dunia;prabowo-gibran;negative
instagram;Tdk amanah lg harusnya pak prabowo diskusi sm jokowi jgn paksa anak karbitan, itu sm aja pelanggaran hak anak. Dia msh ingin main  kelereng, duduk2 di cafe ngopi, konyol2an sm temannya, dll;prabowo-gibran;negative
instagram;Bukannya semakin maju jamannya harusnya demokrasi semakin bebas ya, kenapa sekarang malah kita semakin sering diintinidasi kalo berusaha mengganggu eksistensi gibran, aneh negeri ini;prabowo-gibran;negative
instagram;Kamu sih g dukung gibran;prabowo-gibran;positive
instagram;Iya lah yang paling NU kan cuma gibran??;prabowo-gibran;negative
instagram;Menghambat Gibran sama dgn pembegalan demokrasi;prabowo-gibran;negative
instagram;kan masih bisa akomodasi alat negara punya bapak wakilnya Prabowo, aman lah sambil joget2 pun bisa ??;prabowo-gibran;positive
instagram;KPU mahh takut ama pak lurah, paling juga dukung gibran ntar ??;prabowo-gibran;negative
instagram;ternyata portal berita itu bermanfaat banget buat masyarakat awam seperti saya jadi mengerti harus memilih siapa di pemilu besok... saya jadi melek kalo pilihan saya pak prabowo ternyata bukan pilihan yang tepat, karena gibran sebagai cawapresnya udah menggunakan alat2 negara, terkesan menghalalkan segala cara untuk jabatan semata... maaf ya pak prabowo kali ini saya berubah pikiran..;prabowo-gibran;negative
instagram;Ayo tempo lbh giat lagi ampe prabowo gibran satu putaran????;prabowo-gibran;positive
instagram;Sodorkan Gibran, anak muda yg byk prestasinya, berpengalaman sbg walikota 2thn pasti bs menghentikan nya. Sdh terbukti mampu menghentikan calon yg jauh lbh hebat dari dirinya, spt ketua umum partai besar, dan tokoh2 besar????????;prabowo-gibran;negative
instagram;Prabowo-gibran;prabowo-gibran;neutral
